tic_id,obs_id,ra,dec,file_type,calib_level,t_min,t_max,file_path,proposal_pi,obs_title
29344935,tess2023209231226-s0068-0000000029344935-0262-s,313.215470373149,-25.6873330348218,LC,3,60154.12419303241,60181.63202657407,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000029344935-0262-s_lc.fits,"Ricker, George",
29344935,tess2018206190142-s0001-s0069-0000000029344935,313.215470373149,-25.6873330348218,DVT,3,58324.79858568287,60181.63758194445,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000029344935-00810_dvt.fits,"Ricker, George",
281459670,tess2020212050318-s0028-0000000281459670-0190-s,5.61871679195764,-59.9425681624254,LC,3,59061.35263144,59086.60003628,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000281459670-0190-s_lc.fits,"Ricker, George",
281459670,tess2020238165205-s0029-0000000281459670-0193-s,5.61871679195764,-59.9425681624254,LC,3,59087.74170219,59113.93566435,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020238165205-s0029-0000000281459670-0193-s_lc.fits,"Ricker, George",
281459670,tess2018234235059-s0002-0000000281459670-0121-s,5.61871679195764,-59.9425681624254,LC,3,58353.610099722224,58381.01662310185,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018234235059-s0002-0000000281459670-0121-s_lc.fits,"Ricker, George",
281459670,tess2018206045859-s0001-0000000281459670-0120-s,5.61871679195764,-59.9425681624254,LC,3,58324.79588069445,58352.67954575231,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2018206045859-s0001-0000000281459670-0120-s_lc.fits,"Ricker, George",
281459670,tess2018206190142-s0001-s0036-0000000281459670,5.61871679195764,-59.9425681624254,DVT,3,58324.79588069445,59113.935664351855,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0036-0000000281459670-00471_dvt.fits,"Ricker, George",
281459670,tess2023209231226-s0068-0000000281459670-0262-s,5.61871679195764,-59.9425681624254,LC,3,60154.11458631945,60181.6384522338,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2023209231226-s0068-0000000281459670-0262-s_lc.fits,"Ricker, George",
281459670,tess2018206190142-s0001-s0069-0000000281459670,5.61871679195764,-59.9425681624254,DVT,3,58324.79588069445,60181.63567445602,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/DVT/tess2018206190142-s0001-s0069-0000000281459670-00810_dvt.fits,"Ricker, George",
355703913,tess2020212050318-s0028-0000000355703913-0190-s,0.774459635642891,-62.4693378500782,LC,3,59061.35271815,59086.59997626,/run/media/maverick/X10 Pro/exoplanetDataset/truePositivesRaw/LC/tess2020212050318-s0028-0000000355703913-0190-s_lc.fits,"Ricker, George",
